"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text1","Input.text2","Answer.semantic-similarity.label","Approve","Reject"
"3WRKFXQBPFCRTSASYC59ZW0F7FDYIE","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","34V1S5K3GX6YLR4CE196SWC53OZ96D","A18I566TMVVSFQ","Submitted","Sun May 17 12:43:32 PDT 2020","Sun May 17 12:45:46 PDT 2020","Wed May 20 12:45:46 PDT 2020","","","","134","100% (63/63)","100% (63/63)","0% (0/0)","Damn ... I think it &apos;s impossible to choose just one .","Alright . I think it &apos;s difficult to choose just one .","approximately the same meaning and the rewritten sentence is grammatical"
"3WRKFXQBPFCRTSASYC59ZW0F7FDYIE","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","38YMOXR4MZ49XNHK7CJY6GKG1PJW6P","AJWES6SFIP3AT","Submitted","Sun May 17 12:42:55 PDT 2020","Sun May 17 12:43:00 PDT 2020","Wed May 20 12:43:00 PDT 2020","","","","5","100% (1/1)","100% (1/1)","0% (0/0)","Damn ... I think it &apos;s impossible to choose just one .","Alright . I think it &apos;s difficult to choose just one .","approximately the same meaning and the rewritten sentence is grammatical"
"3WRKFXQBPFCRTSASYC59ZW0F7FDYIE","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","3W92K5RLWZM0ZUH1CJ4XS8N2YL75V9","A1CMMZ6AR7NOOH","Submitted","Sun May 17 12:45:47 PDT 2020","Sun May 17 12:45:59 PDT 2020","Wed May 20 12:45:59 PDT 2020","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","Damn ... I think it &apos;s impossible to choose just one .","Alright . I think it &apos;s difficult to choose just one .","approximately the same meaning and the rewritten sentence is grammatical"
"3IV1AEQ4EVI89X3G3QSFCKRDRFZJ8X","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","3P4MQ7TPP2HNFW048C4AUITN5PDBBA","AWNR2FOWI73GL","Submitted","Sun May 17 12:46:10 PDT 2020","Sun May 17 12:46:19 PDT 2020","Wed May 20 12:46:19 PDT 2020","","","","9","100% (24/24)","100% (24/24)","0% (0/0)","Alas , no , I do not listen to her anymore .","Nope , no , I do not listen to her anymore .","approximately the same meaning and the rewritten sentence is grammatical"
"3IV1AEQ4EVI89X3G3QSFCKRDRFZJ8X","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","3R9WASFE24L9ABF0JS69ZQRBBQQZFL","AJWES6SFIP3AT","Submitted","Sun May 17 12:43:18 PDT 2020","Sun May 17 12:43:22 PDT 2020","Wed May 20 12:43:22 PDT 2020","","","","4","100% (1/1)","100% (1/1)","0% (0/0)","Alas , no , I do not listen to her anymore .","Nope , no , I do not listen to her anymore .","approximately the same meaning and the rewritten sentence is grammatical"
"3IV1AEQ4EVI89X3G3QSFCKRDRFZJ8X","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","3SNLUL3WO9SEO4VMZGAZDBHG64XULW","A18I566TMVVSFQ","Submitted","Sun May 17 12:43:26 PDT 2020","Sun May 17 12:45:17 PDT 2020","Wed May 20 12:45:17 PDT 2020","","","","111","100% (63/63)","100% (63/63)","0% (0/0)","Alas , no , I do not listen to her anymore .","Nope , no , I do not listen to her anymore .","approximately the same meaning and the rewritten sentence is grammatical"
"3X52SWXE11AWRKTSR1RZ3WH4J2TWCB","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","3GLB5JMZF20CLA6Z2UNUQJ8KONHGD3","A1QAWECOJYKVO4","Submitted","Sun May 17 12:46:12 PDT 2020","Sun May 17 13:05:24 PDT 2020","Wed May 20 13:05:24 PDT 2020","","","","1152","0% (0/0)","0% (0/0)","0% (0/0)","&apos;I just called to say &apos; I Love you &apos; is just great !","I just wanna say &quot; I just love you &quot; is just a great song !","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3X52SWXE11AWRKTSR1RZ3WH4J2TWCB","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","3JRJSWSMQMQGJ48B3ARUD71WKUE3EC","A183WYXN12P2TJ","Submitted","Sun May 17 12:48:20 PDT 2020","Sun May 17 12:49:23 PDT 2020","Wed May 20 12:49:23 PDT 2020","","","","63","100% (10/10)","100% (10/10)","0% (0/0)","&apos;I just called to say &apos; I Love you &apos; is just great !","I just wanna say &quot; I just love you &quot; is just a great song !","approximately the same meaning and the rewritten sentence is grammatical"
"3X52SWXE11AWRKTSR1RZ3WH4J2TWCB","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","3QAVNHZ3ER9U9VHOTBT8DA5MZ16LAC","AWNR2FOWI73GL","Submitted","Sun May 17 12:46:25 PDT 2020","Sun May 17 12:46:36 PDT 2020","Wed May 20 12:46:36 PDT 2020","","","","11","100% (24/24)","100% (24/24)","0% (0/0)","&apos;I just called to say &apos; I Love you &apos; is just great !","I just wanna say &quot; I just love you &quot; is just a great song !","no paraphrase relationship"
"3MQKOF1EF6T6WCZ6RXMAN2ZM425WDB","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:41:26 PDT 2020","3","BatchId:4041337;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:41:26 PDT 2020","","","39L1G8WVWVWHZ3EZRMWF6NI2VL913Q","A183WYXN12P2TJ","Submitted","Sun May 17 12:42:48 PDT 2020","Sun May 17 12:44:18 PDT 2020","Wed May 20 12:44:18 PDT 2020","","","","90","100% (10/10)","100% (10/10)","0% (0/0)","yes , bcuz he is chan .","Yes , he is deceased .","no paraphrase relationship"
