"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text1","Input.text2","Answer.semantic-similarity.label","Approve","Reject"
"3TCFMTM8IITQS1LNXKD8YTIOBYA12B","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","3M23Y66PO7CGQ60BN79X9RHVVC56S2","A12ATVBE1I4567","Submitted","Sun May 17 15:35:48 PDT 2020","Sun May 17 15:38:00 PDT 2020","Wed May 20 15:38:00 PDT 2020","","","","132","100% (300/300)","100% (300/300)","0% (0/0)","Damn ... I think it &apos;s impossible to choose just one .","Damn . . . I don &apos;t have one I can choose just by one .","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3TCFMTM8IITQS1LNXKD8YTIOBYA12B","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","3OJSZ2ATDX1YO4G5UL1HMU7ZC3G57X","A2ZRL1ZWWXJ0L7","Submitted","Sun May 17 15:29:13 PDT 2020","Sun May 17 15:29:28 PDT 2020","Wed May 20 15:29:28 PDT 2020","","","","15","100% (10/10)","100% (10/10)","0% (0/0)","Damn ... I think it &apos;s impossible to choose just one .","Damn . . . I don &apos;t have one I can choose just by one .","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3TCFMTM8IITQS1LNXKD8YTIOBYA12B","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","3Z4AIRP3CBITF1LDBB33D3762GPX11","A2ZZW6KME1FUDU","Submitted","Sun May 17 15:29:02 PDT 2020","Sun May 17 16:10:26 PDT 2020","Wed May 20 16:10:26 PDT 2020","","","","2484","0% (0/0)","0% (0/0)","0% (0/0)","Damn ... I think it &apos;s impossible to choose just one .","Damn . . . I don &apos;t have one I can choose just by one .","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3P7QK0GJ4XQNNX6V5VM0QN20ODMZ2X","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","33IZTU6J866T9LK7OUIN94UFSG2XSL","ADVCIFLB5A9B","Submitted","Sun May 17 15:30:13 PDT 2020","Sun May 17 15:35:02 PDT 2020","Wed May 20 15:35:02 PDT 2020","","","","289","0% (0/0)","0% (0/0)","0% (0/0)","Alas , no , I do not listen to her anymore .","Unfortunately , I don &apos;t listen to her anymore .","approximately the same meaning and the rewritten sentence is grammatical"
"3P7QK0GJ4XQNNX6V5VM0QN20ODMZ2X","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","3JMSRU9HQNZ0VDAUNKX0W2TFBELVEF","A12ATVBE1I4567","Submitted","Sun May 17 15:30:35 PDT 2020","Sun May 17 15:32:50 PDT 2020","Wed May 20 15:32:50 PDT 2020","","","","135","100% (300/300)","100% (300/300)","0% (0/0)","Alas , no , I do not listen to her anymore .","Unfortunately , I don &apos;t listen to her anymore .","approximately the same meaning and the rewritten sentence is grammatical"
"3P7QK0GJ4XQNNX6V5VM0QN20ODMZ2X","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","3XXU1SWE8R0HCZS24I7PFQDYW3C0AZ","A3BJNFU4T7RU11","Submitted","Sun May 17 15:34:13 PDT 2020","Sun May 17 15:34:19 PDT 2020","Wed May 20 15:34:19 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","Alas , no , I do not listen to her anymore .","Unfortunately , I don &apos;t listen to her anymore .","approximately the same meaning and the rewritten sentence is grammatical"
"3421H3BMAEM8N2MQ8IYTCGMOBLJJ9O","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","354P56DE9P8ZU6EG6HEPF5HRQNOS7M","A3BJNFU4T7RU11","Submitted","Sun May 17 15:33:27 PDT 2020","Sun May 17 15:33:33 PDT 2020","Wed May 20 15:33:33 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","&apos;I just called to say &apos; I Love you &apos; is just great !","I just called that to say &apos; I love you &apos; .","approximately the same meaning and the rewritten sentence is grammatical"
"3421H3BMAEM8N2MQ8IYTCGMOBLJJ9O","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","3OHYZ19UGHA2FGKL63905R9GU6RAOY","A12ATVBE1I4567","Submitted","Sun May 17 15:30:02 PDT 2020","Sun May 17 15:32:22 PDT 2020","Wed May 20 15:32:22 PDT 2020","","","","140","100% (300/300)","100% (300/300)","0% (0/0)","&apos;I just called to say &apos; I Love you &apos; is just great !","I just called that to say &apos; I love you &apos; .","no paraphrase relationship"
"3421H3BMAEM8N2MQ8IYTCGMOBLJJ9O","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","3ZAZR5XV06N27ZVQSQG8RK68EDEZCQ","A2JJ3531QBNT5K","Submitted","Sun May 17 15:32:21 PDT 2020","Sun May 17 15:32:49 PDT 2020","Wed May 20 15:32:49 PDT 2020","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","&apos;I just called to say &apos; I Love you &apos; is just great !","I just called that to say &apos; I love you &apos; .","approximately the same meaning and the rewritten sentence is grammatical"
"39WICJI5BXXC8F2E9V059X7SURMZ38","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 15:27:23 PDT 2020","3","BatchId:4041456;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 15:27:23 PDT 2020","","","351SEKWQS5MCDK2LDXLP3OSHK99DMO","ADVCIFLB5A9B","Submitted","Sun May 17 15:30:08 PDT 2020","Sun May 17 15:31:43 PDT 2020","Wed May 20 15:31:43 PDT 2020","","","","95","0% (0/0)","0% (0/0)","0% (0/0)","yes , bcuz he is chan .","Yes because he is a chan .","approximately the same meaning and the rewritten sentence is grammatical"
