"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text1","Input.text2","Answer.semantic-similarity.label","Approve","Reject"
"3E22YV8GH5BPYFTI45MIRD3KP97NPS","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:04 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:04 PDT 2020","","","3SNLUL3WO9SEO4VMZGAZDBHG65LLUD","A3AW0GBJY2ZKEU","Submitted","Sun May 17 18:01:20 PDT 2020","Sun May 17 18:25:15 PDT 2020","Wed May 20 18:25:15 PDT 2020","","","","1435","100% (121/121)","100% (121/121)","100% (121/121)","I won't miss any chance to send my love to you .","Not to my marriage will I omit A chance to let my love speak .","approximately the same meaning and the rewritten sentence is grammatical"
"3E22YV8GH5BPYFTI45MIRD3KP97NPS","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:04 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:04 PDT 2020","","","3STRJBFXO1WO4LYFEB8OTFIZYR9TKR","A1PAPIJ1ZCEQBD","Submitted","Sun May 17 18:01:18 PDT 2020","Sun May 17 18:32:10 PDT 2020","Wed May 20 18:32:10 PDT 2020","","","","1852","100% (135/135)","100% (135/135)","100% (135/135)","I won't miss any chance to send my love to you .","Not to my marriage will I omit A chance to let my love speak .","no paraphrase relationship"
"3E22YV8GH5BPYFTI45MIRD3KP97NPS","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:04 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:04 PDT 2020","","","3STRJBFXO1WO4LYFEB8OTFIZYR9TKR","A12ATVBE1I4567","Submitted","Sun May 17 18:01:18 PDT 2020","Sun May 17 18:32:10 PDT 2020","Wed May 20 18:32:10 PDT 2020","","","","1852","100% (135/135)","100% (135/135)","100% (135/135)","I won't miss any chance to send my love to you .","Not to my marriage will I omit A chance to let my love speak .","no paraphrase relationship"
"32TMVRKDHR3I6FKV0J5B6I2U9IC84Y","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:04 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:04 PDT 2020","","","39PAAFCODR52KWSRDFMVVOTGEPGVTF","A12ATVBE1I4567","Submitted","Sun May 17 18:01:22 PDT 2020","Sun May 17 18:02:04 PDT 2020","Wed May 20 18:02:04 PDT 2020","","","","42","100% (649/649)","100% (649/649)","100% (349/349)","Is the worst well ?","Is 't the worst ?","approximately the same meaning, but the rewritten sentence is ungrammatical"
"32TMVRKDHR3I6FKV0J5B6I2U9IC84Y","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:04 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:04 PDT 2020","","","3QRYMNZ7F3MPCRJIBO04L7Z3SMETNW","A1F1BIPJR11LSR","Submitted","Sun May 17 18:01:20 PDT 2020","Sun May 17 18:01:46 PDT 2020","Wed May 20 18:01:46 PDT 2020","","","","26","100% (147/147)","100% (147/147)","100% (147/147)","Is the worst well ?","Is 't the worst ?","approximately the same meaning and the rewritten sentence is grammatical"
"32TMVRKDHR3I6FKV0J5B6I2U9IC84Y","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:04 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:04 PDT 2020","","","3ZY8KE4ISO8PSG0ZWBS0QJITUIHVQ1","A1PAPIJ1ZCEQBD","Submitted","Sun May 17 18:01:19 PDT 2020","Sun May 17 18:32:25 PDT 2020","Wed May 20 18:32:25 PDT 2020","","","","1866","100% (135/135)","100% (135/135)","100% (135/135)","Is the worst well ?","Is 't the worst ?","approximately the same meaning and the rewritten sentence is grammatical"
"3MWOYZD5XZT7DFHHP5932DYUF4BNOB","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:04 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:04 PDT 2020","","","31EUONYN208M74NJHY0W1ENTFHZVOT","A1F1BIPJR11LSR","Submitted","Sun May 17 18:01:18 PDT 2020","Sun May 17 18:01:36 PDT 2020","Wed May 20 18:01:36 PDT 2020","","","","18","100% (147/147)","100% (147/147)","100% (147/147)","Why , how now , Juliet ?","What , now , Juliet ?","no paraphrase relationship"
"3MWOYZD5XZT7DFHHP5932DYUF4BNOB","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:04 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:04 PDT 2020","","","3LS2AMNW5KVU2WR2VZ6MVROLYPKOQS","A1PAPIJ1ZCEQBD","Submitted","Sun May 17 18:01:18 PDT 2020","Sun May 17 18:32:00 PDT 2020","Wed May 20 18:32:00 PDT 2020","","","","1842","100% (135/135)","100% (135/135)","100% (135/135)","Why , how now , Juliet ?","What , now , Juliet ?","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3MWOYZD5XZT7DFHHP5932DYUF4BNOB","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:04 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:04 PDT 2020","","","3YT88D1N0D3J540LZW2XB2E14SX3KL","A3AW0GBJY2ZKEU","Submitted","Sun May 17 18:01:18 PDT 2020","Sun May 17 18:24:45 PDT 2020","Wed May 20 18:24:45 PDT 2020","","","","1407","100% (121/121)","100% (121/121)","100% (121/121)","Why , how now , Juliet ?","What , now , Juliet ?","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3YZ7A3YHS9YILI34SMUQS189L8E5S0","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:01:05 PDT 2020","3","BatchId:4041540;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:01:05 PDT 2020","","","388U7OUMFC69BGEJ6TTBAG28W86R06","A3AW0GBJY2ZKEU","Submitted","Sun May 17 18:01:22 PDT 2020","Sun May 17 18:25:31 PDT 2020","Wed May 20 18:25:31 PDT 2020","","","","1449","100% (121/121)","100% (121/121)","100% (121/121)","Tis late .","That's too late .","approximately the same meaning, but the rewritten sentence is ungrammatical"
