"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text1","Input.text2","Answer.semantic-similarity.label","Approve","Reject"
"3WGCNLZJLJDDVBJ3U9XPUC9S8P01DL","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","31LVTDXBLCFM8C35VMFU80UWZ6HRLF","A1F1BIPJR11LSR","Submitted","Sun May 17 18:05:02 PDT 2020","Sun May 17 18:13:28 PDT 2020","Wed May 20 18:13:28 PDT 2020","","","","506","100% (1/1)","100% (1/1)","100% (1/1)","Goodbye , Goodbye !","Adieu , dispatch .","approximately the same meaning and the rewritten sentence is grammatical"
"3WGCNLZJLJDDVBJ3U9XPUC9S8P01DL","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","3W2LOLRXLGKBO6LNAM3TT0HHA6CRKC","A1PAPIJ1ZCEQBD","Submitted","Sun May 17 18:05:01 PDT 2020","Sun May 17 18:33:06 PDT 2020","Wed May 20 18:33:06 PDT 2020","","","","1685","100% (59/59)","100% (59/59)","100% (59/59)","Goodbye , Goodbye !","Adieu , dispatch .","approximately the same meaning and the rewritten sentence is grammatical"
"3WGCNLZJLJDDVBJ3U9XPUC9S8P01DL","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","3WYP994K1CWDMSCKMD1MRD5WCY86YP","A12ATVBE1I4567","Submitted","Sun May 17 18:05:06 PDT 2020","Sun May 17 18:06:30 PDT 2020","Wed May 20 18:06:30 PDT 2020","","","","84","100% (302/302)","100% (302/302)","100% (2/2)","Goodbye , Goodbye !","Adieu , dispatch .","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3LN50BUKQZGZAFQXSS63ELZVKE7PLS","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","37QW5D2ZRLR3UKJZGM6VT5DM1828SZ","A3AW0GBJY2ZKEU","Submitted","Sun May 17 18:05:04 PDT 2020","Sun May 17 18:25:58 PDT 2020","Wed May 20 18:25:58 PDT 2020","","","","1254","100% (53/53)","100% (53/53)","100% (53/53)","Do not deny to him that you love me .","Don't let him know that you would love me .","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3LN50BUKQZGZAFQXSS63ELZVKE7PLS","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","3EG49X351ZHOMNMAHHFK8ZYNASE6XJ","A12ATVBE1I4567","Submitted","Sun May 17 18:05:05 PDT 2020","Sun May 17 18:06:20 PDT 2020","Wed May 20 18:06:20 PDT 2020","","","","75","100% (302/302)","100% (302/302)","100% (2/2)","Do not deny to him that you love me .","Don't let him know that you would love me .","no paraphrase relationship"
"3LN50BUKQZGZAFQXSS63ELZVKE7PLS","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","3FTF2T8WLWNWF6JI5JMAQQBIRRFW9Q","A1PAPIJ1ZCEQBD","Submitted","Sun May 17 18:05:03 PDT 2020","Sun May 17 18:33:23 PDT 2020","Wed May 20 18:33:23 PDT 2020","","","","1700","100% (59/59)","100% (59/59)","100% (59/59)","Do not deny to him that you love me .","Don't let him know that you would love me .","no paraphrase relationship"
"34XASH8KMURJGX8IS47IEYEKKJXPMU","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","37U1UTWH90RRT5JM1X6Q3V8QF6J8RB","A3AW0GBJY2ZKEU","Submitted","Sun May 17 18:05:01 PDT 2020","Sun May 17 18:25:43 PDT 2020","Wed May 20 18:25:43 PDT 2020","","","","1242","100% (53/53)","100% (53/53)","100% (53/53)","But a lot of old people act like they're already dead , sluggish , slow , fat , and colorless , like lead .","But a proper grace of an old age , Who , like pale , and newly washed With variable objects , and not base , and peas , in paying a place .","approximately the same meaning and the rewritten sentence is grammatical"
"34XASH8KMURJGX8IS47IEYEKKJXPMU","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","38YMOXR4MZ49XNHK7CJY6GKG1Q86WQ","A1F1BIPJR11LSR","Submitted","Sun May 17 18:05:01 PDT 2020","Sun May 17 18:13:35 PDT 2020","Wed May 20 18:13:35 PDT 2020","","","","514","100% (1/1)","100% (1/1)","100% (1/1)","But a lot of old people act like they're already dead , sluggish , slow , fat , and colorless , like lead .","But a proper grace of an old age , Who , like pale , and newly washed With variable objects , and not base , and peas , in paying a place .","no paraphrase relationship"
"34XASH8KMURJGX8IS47IEYEKKJXPMU","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","3GU1KF0O4N6PJQ1ERHMBP2YCMUGBPL","A1PAPIJ1ZCEQBD","Submitted","Sun May 17 18:05:00 PDT 2020","Sun May 17 18:32:51 PDT 2020","Wed May 20 18:32:51 PDT 2020","","","","1671","100% (59/59)","100% (59/59)","100% (59/59)","But a lot of old people act like they're already dead , sluggish , slow , fat , and colorless , like lead .","But a proper grace of an old age , Who , like pale , and newly washed With variable objects , and not base , and peas , in paying a place .","no paraphrase relationship"
"3IZPORCT2JEI0WNMEZVURO634FMRHF","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 18:04:53 PDT 2020","3","BatchId:4041543;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 18:04:53 PDT 2020","","","35GCEFQ6IATEUZZ7ZX57YH2E819Z32","A1F1BIPJR11LSR","Submitted","Sun May 17 18:05:03 PDT 2020","Sun May 17 18:13:38 PDT 2020","Wed May 20 18:13:38 PDT 2020","","","","515","100% (1/1)","100% (1/1)","100% (1/1)","Villain am I none .","Fine , I am .","no paraphrase relationship"
