"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text1","Input.text2","Answer.semantic-similarity.label","Approve","Reject"
"3UEBBGULQJTQ2SOXN32ZTEHAVZBFU7","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","34J10VATJK3K6AGZX4THBUSZMFZIQ3","A183WYXN12P2TJ","Submitted","Sun May 17 13:00:22 PDT 2020","Sun May 17 13:01:36 PDT 2020","Wed May 20 13:01:36 PDT 2020","","","","74","100% (10/10)","100% (10/10)","0% (0/0)","Goodbye , Goodbye !","Adieu , dispatch .","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3UEBBGULQJTQ2SOXN32ZTEHAVZBFU7","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","3DIP6YHAPHX2K1EHFRMQ4O970G78EA","AX3N0BBAJ39GG","Submitted","Sun May 17 13:05:11 PDT 2020","Sun May 17 13:09:12 PDT 2020","Wed May 20 13:09:12 PDT 2020","","","","241","0% (0/0)","0% (0/0)","0% (0/0)","Goodbye , Goodbye !","Adieu , dispatch .","no paraphrase relationship"
"3UEBBGULQJTQ2SOXN32ZTEHAVZBFU7","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","3VE8AYVF8R2UQFEDA26WM6U7CHM8FS","A15A0L89BK4P1M","Submitted","Sun May 17 13:05:11 PDT 2020","Sun May 17 13:05:18 PDT 2020","Wed May 20 13:05:18 PDT 2020","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Goodbye , Goodbye !","Adieu , dispatch .","approximately the same meaning and the rewritten sentence is grammatical"
"3Z3R5YC0Q7SB2F98NYCPOIV8CL4FTG","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","34V1S5K3GX6YLR4CE196SWC53O169C","A2I9MF4SLWVN6D","Submitted","Sun May 17 13:02:23 PDT 2020","Sun May 17 13:04:03 PDT 2020","Wed May 20 13:04:03 PDT 2020","","","","100","100% (43/43)","100% (43/43)","100% (43/43)","Oh , rude and unthankful boy !","O insupportable and touching another , ah !","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3Z3R5YC0Q7SB2F98NYCPOIV8CL4FTG","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","3HSYG7LRBO3P128SK2UWSOV3FDXKKP","A183WYXN12P2TJ","Submitted","Sun May 17 13:04:42 PDT 2020","Sun May 17 13:06:20 PDT 2020","Wed May 20 13:06:20 PDT 2020","","","","98","100% (10/10)","100% (10/10)","0% (0/0)","Oh , rude and unthankful boy !","O insupportable and touching another , ah !","no paraphrase relationship"
"3Z3R5YC0Q7SB2F98NYCPOIV8CL4FTG","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","3WQQ9FUS6FZ4DY2X50K03G3MXJUB8D","A15A0L89BK4P1M","Submitted","Sun May 17 13:05:18 PDT 2020","Sun May 17 13:05:27 PDT 2020","Wed May 20 13:05:27 PDT 2020","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","Oh , rude and unthankful boy !","O insupportable and touching another , ah !","no paraphrase relationship"
"3OCZWXS70SCVH58E8DXPGFUETE4L50","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","37M28K1J0VIOE5TOQQHVXVSUVC2AJ0","A183WYXN12P2TJ","Submitted","Sun May 17 13:00:13 PDT 2020","Sun May 17 13:01:22 PDT 2020","Wed May 20 13:01:22 PDT 2020","","","","69","100% (10/10)","100% (10/10)","0% (0/0)","Old Montague is here , and he's waving his sword around just to make me mad .","Much is here he is , And on his knees he calls me And make a single drop of hair .","no paraphrase relationship"
"3OCZWXS70SCVH58E8DXPGFUETE4L50","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","3CPLWGV3MT46SCA4DIVNU7YRYEQ9NP","A29PKMLH38N148","Submitted","Sun May 17 13:03:38 PDT 2020","Sun May 17 13:03:53 PDT 2020","Wed May 20 13:03:53 PDT 2020","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","Old Montague is here , and he's waving his sword around just to make me mad .","Much is here he is , And on his knees he calls me And make a single drop of hair .","no paraphrase relationship"
"3OCZWXS70SCVH58E8DXPGFUETE4L50","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","3RSDURM96FRHZ75ZSVKK31X9TVBEYV","AX3N0BBAJ39GG","Submitted","Sun May 17 13:10:00 PDT 2020","Sun May 17 13:14:43 PDT 2020","Wed May 20 13:14:43 PDT 2020","","","","283","0% (0/0)","0% (0/0)","0% (0/0)","Old Montague is here , and he's waving his sword around just to make me mad .","Much is here he is , And on his knees he calls me And make a single drop of hair .","no paraphrase relationship"
"3TKXBROM6XF1Y3FTCC46P9LRUB5IJ5","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","39DD6S19JUGH4XF4OHM3H86BZPEEZL","A183WYXN12P2TJ","Submitted","Sun May 17 13:04:16 PDT 2020","Sun May 17 13:05:51 PDT 2020","Wed May 20 13:05:51 PDT 2020","","","","95","100% (10/10)","100% (10/10)","0% (0/0)","I can read .","I can't speak .","no paraphrase relationship"
"3TKXBROM6XF1Y3FTCC46P9LRUB5IJ5","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","3LS2AMNW5KVU2WR2VZ6MVROLYOZOQ5","AX3N0BBAJ39GG","Submitted","Sun May 17 13:07:17 PDT 2020","Sun May 17 13:10:18 PDT 2020","Wed May 20 13:10:18 PDT 2020","","","","181","0% (0/0)","0% (0/0)","0% (0/0)","I can read .","I can't speak .","no paraphrase relationship"
"3TKXBROM6XF1Y3FTCC46P9LRUB5IJ5","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","3OLF68YTNE68937S70QAIX0225LAFX","A1QAWECOJYKVO4","Submitted","Sun May 17 13:00:08 PDT 2020","Sun May 17 13:12:06 PDT 2020","Wed May 20 13:12:06 PDT 2020","","","","718","0% (0/0)","0% (0/0)","0% (0/0)","I can read .","I can't speak .","no paraphrase relationship"
"31YWE12TF4H5433MAPFAPT3XRT97XN","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","36V4Q8R5ZP562T6QIJR93NZG3OKQMS","A1QAWECOJYKVO4","Submitted","Sun May 17 13:05:57 PDT 2020","Sun May 17 13:30:31 PDT 2020","Wed May 20 13:30:31 PDT 2020","","","","1474","0% (0/0)","0% (0/0)","0% (0/0)","Then I'll call you a serving-creature .","Then I'll call you a taunting bed .","no paraphrase relationship"
"31YWE12TF4H5433MAPFAPT3XRT97XN","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","378XPAWRUHISJU9I88WVLUDUIXDAIO","A183WYXN12P2TJ","Submitted","Sun May 17 13:00:10 PDT 2020","Sun May 17 13:01:16 PDT 2020","Wed May 20 13:01:16 PDT 2020","","","","66","100% (10/10)","100% (10/10)","0% (0/0)","Then I'll call you a serving-creature .","Then I'll call you a taunting bed .","no paraphrase relationship"
"31YWE12TF4H5433MAPFAPT3XRT97XN","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","3RYC5T2D78YCZXI3NE81PH3G4FXRPQ","AX3N0BBAJ39GG","Submitted","Sun May 17 13:07:43 PDT 2020","Sun May 17 13:12:16 PDT 2020","Wed May 20 13:12:16 PDT 2020","","","","273","0% (0/0)","0% (0/0)","0% (0/0)","Then I'll call you a serving-creature .","Then I'll call you a taunting bed .","no paraphrase relationship"
"37PGLWGSKXBW9NLBUX4IQOL4905IK4","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 12:59:30 PDT 2020","3","BatchId:4041348;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 12:59:30 PDT 2020","","","31JLPPHS2ZZ2VVL0XOUQIJVAOWLO32","A183WYXN12P2TJ","Submitted","Sun May 17 13:06:12 PDT 2020","Sun May 17 13:08:05 PDT 2020","Wed May 20 13:08:05 PDT 2020","","","","113","100% (10/10)","100% (10/10)","0% (0/0)","But as soon as the sun rises in the east , my sad son comes home to escape the light .","But as as the northern star , The head in my thumbs , How fares the general and my daughter forth .","no paraphrase relationship"
