"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text1","Input.text2","Answer.semantic-similarity.label","Approve","Reject"
"3L21G7IH5B1GTMEUQ5K37XJTQ48Y1A","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","3IX2EGZR7GOGDMF5S13HSLH4U5QJRU","A1E77HZO63E334","Submitted","Wed May 06 11:52:16 PDT 2020","Wed May 06 11:55:42 PDT 2020","Sat May 09 11:55:42 PDT 2020","","","","206","0% (0/0)","0% (0/0)","0% (0/0)","// France was enjoying a quiet and prosperous moment.","// France was enjoying a quiet and prosperous time.","approximately the same meaning and the rewritten sentence is grammatical"
"3L21G7IH5B1GTMEUQ5K37XJTQ48Y1A","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","3J4Q2Z4UT3827504MLXWCL170FXWQ1","A2U14TBAOQV0KK","Submitted","Wed May 06 11:52:25 PDT 2020","Wed May 06 11:52:35 PDT 2020","Sat May 09 11:52:35 PDT 2020","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","// France was enjoying a quiet and prosperous moment.","// France was enjoying a quiet and prosperous time.","approximately the same meaning and the rewritten sentence is grammatical"
"3L21G7IH5B1GTMEUQ5K37XJTQ48Y1A","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","3WMINLGALG816RNIGY09ARFZ4HUAC0","A18I566TMVVSFQ","Submitted","Wed May 06 11:53:51 PDT 2020","Wed May 06 12:00:14 PDT 2020","Sat May 09 12:00:14 PDT 2020","","","","383","0% (0/0)","0% (0/0)","0% (0/0)","// France was enjoying a quiet and prosperous moment.","// France was enjoying a quiet and prosperous time.","approximately the same meaning and the rewritten sentence is grammatical"
"3909MD9T33M9DWRBX3NUPWV792NFEE","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","3H7Z272LXCC1WZNQIUB535UHXC6PL9","A1E77HZO63E334","Submitted","Wed May 06 11:49:31 PDT 2020","Wed May 06 11:50:38 PDT 2020","Sat May 09 11:50:38 PDT 2020","","","","67","0% (0/0)","0% (0/0)","0% (0/0)","We were starving, anyway, so we headed over to the ridgetop restaurant, Refugio Lynch, one of 10 restaurant/huts on Gran Catedral.","we were hungry, so we went to the restaurant, Refugio Lynch, which was a 10-storey building.","approximately the same meaning and the rewritten sentence is grammatical"
"3909MD9T33M9DWRBX3NUPWV792NFEE","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","3J88R45B2L3WWT4FWDETEZP44LHPXW","A12ATVBE1I4567","Submitted","Wed May 06 11:53:51 PDT 2020","Wed May 06 11:55:20 PDT 2020","Sat May 09 11:55:20 PDT 2020","","","","89","0% (0/0)","0% (0/0)","0% (0/0)","We were starving, anyway, so we headed over to the ridgetop restaurant, Refugio Lynch, one of 10 restaurant/huts on Gran Catedral.","we were hungry, so we went to the restaurant, Refugio Lynch, which was a 10-storey building.","no paraphrase relationship"
"3909MD9T33M9DWRBX3NUPWV792NFEE","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","3UOUJI6MTIJ9OYCBDZDNO5C3C28XUZ","A1E8PIR82KIJEP","Submitted","Wed May 06 11:50:36 PDT 2020","Wed May 06 11:59:05 PDT 2020","Sat May 09 11:59:05 PDT 2020","","","","509","0% (0/0)","0% (0/0)","0% (0/0)","We were starving, anyway, so we headed over to the ridgetop restaurant, Refugio Lynch, one of 10 restaurant/huts on Gran Catedral.","we were hungry, so we went to the restaurant, Refugio Lynch, which was a 10-storey building.","approximately the same meaning, but the rewritten sentence is ungrammatical"
"341YLJU22M41S7HL5RYEQSZASRP2IQ","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","3AAPLD8UCHMX2VX78Q5RGN275YJTHC","A002160837SWJFPIAI7L7","Submitted","Wed May 06 11:51:47 PDT 2020","Wed May 06 11:51:55 PDT 2020","Sat May 09 11:51:55 PDT 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)",""" Well, next time get your bike company to put up the money, and we'll do it the easy way, "" Bowie said . ""","""all right, next time we'll put money on the bike company,"" said Bowie.","approximately the same meaning and the rewritten sentence is grammatical"
"341YLJU22M41S7HL5RYEQSZASRP2IQ","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","3L70J4KAZLRBBJTWGUVKUXXHPHGADA","A1FG2G9TZSDN","Submitted","Wed May 06 12:44:48 PDT 2020","Wed May 06 12:45:43 PDT 2020","Sat May 09 12:45:43 PDT 2020","","","","55","0% (0/0)","0% (0/0)","0% (0/0)",""" Well, next time get your bike company to put up the money, and we'll do it the easy way, "" Bowie said . ""","""all right, next time we'll put money on the bike company,"" said Bowie.","no paraphrase relationship"
"341YLJU22M41S7HL5RYEQSZASRP2IQ","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","3XXU1SWE8R0HCZS24I7PFQDYVSXA07","AKCAFGXSMNQOA","Submitted","Wed May 06 11:53:21 PDT 2020","Wed May 06 12:00:02 PDT 2020","Sat May 09 12:00:02 PDT 2020","","","","401","0% (0/0)","0% (0/0)","0% (0/0)",""" Well, next time get your bike company to put up the money, and we'll do it the easy way, "" Bowie said . ""","""all right, next time we'll put money on the bike company,"" said Bowie.","approximately the same meaning and the rewritten sentence is grammatical"
"3FBEFUUYSOAA4QHOG5I4Z7S3VOMA6B","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Wed May 06 11:46:36 PDT 2020","3","BatchId:4025612;OriginalHitTemplateId:928390905;","3600","259200","Wed May 13 11:46:36 PDT 2020","","","32Q90QCQ1XQMF2GIOGJTUTIYU50KEH","AKSJ3C5O3V9RB","Submitted","Wed May 06 11:52:39 PDT 2020","Wed May 06 12:05:41 PDT 2020","Sat May 09 12:05:41 PDT 2020","","","","782","0% (0/0)","0% (0/0)","0% (0/0)","Are you speaking for your political constituency or simply on your own?","do you speak for the party or just yourself?","approximately the same meaning and the rewritten sentence is grammatical"
