"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text1","Input.text2","Answer.semantic-similarity.label","Approve","Reject"
"3MG8450X3SF2T5DR16Y458VEX5ZPUL","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","33TIN5LC09F04BEIKK4YBNWY2Y19YM","AX3N0BBAJ39GG","Submitted","Sun May 17 14:13:33 PDT 2020","Sun May 17 14:14:34 PDT 2020","Wed May 20 14:14:34 PDT 2020","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","Goodbye , Goodbye !","Farewell , farewell !","approximately the same meaning and the rewritten sentence is grammatical"
"3MG8450X3SF2T5DR16Y458VEX5ZPUL","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","358010RM5JY91D1BIPNSKREMRKQVXI","A110SC5K5Y3IHS","Submitted","Sun May 17 14:19:12 PDT 2020","Sun May 17 14:21:36 PDT 2020","Wed May 20 14:21:36 PDT 2020","","","","144","0% (0/0)","0% (0/0)","0% (0/0)","Goodbye , Goodbye !","Farewell , farewell !","approximately the same meaning and the rewritten sentence is grammatical"
"3MG8450X3SF2T5DR16Y458VEX5ZPUL","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","3YHH42UU5GKY8IJ619WFO4T9QF3L0U","A1PAPIJ1ZCEQBD","Submitted","Sun May 17 14:15:19 PDT 2020","Sun May 17 14:17:59 PDT 2020","Wed May 20 14:17:59 PDT 2020","","","","160","100% (59/59)","100% (59/59)","100% (59/59)","Goodbye , Goodbye !","Farewell , farewell !","approximately the same meaning, but the rewritten sentence is ungrammatical"
"3D4BBDG70L1Z0MR4HHGXYZ67L903CD","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","31IBVUNM9X4S1RAQIVH6EKEFNFUFVB","A24LB89P1BPKKF","Submitted","Sun May 17 14:14:33 PDT 2020","Sun May 17 15:09:57 PDT 2020","Wed May 20 15:09:57 PDT 2020","","","","3324","0% (0/0)","0% (0/0)","0% (0/0)","Oh , rude and unthankful boy !","Thou art a rude , ungrateful son of a man !","approximately the same meaning and the rewritten sentence is grammatical"
"3D4BBDG70L1Z0MR4HHGXYZ67L903CD","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","37FMASSAYHWX24EAEMWRG5X00FBIB4","A1F1BIPJR11LSR","Submitted","Sun May 17 15:17:47 PDT 2020","Sun May 17 15:22:58 PDT 2020","Wed May 20 15:22:58 PDT 2020","","","","311","0% (0/0)","0% (0/0)","0% (0/0)","Oh , rude and unthankful boy !","Thou art a rude , ungrateful son of a man !","approximately the same meaning and the rewritten sentence is grammatical"
"3D4BBDG70L1Z0MR4HHGXYZ67L903CD","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","3FTOP5WARKTSDSV6YOK28PGHMQZ0J8","AX3N0BBAJ39GG","Submitted","Sun May 17 14:18:46 PDT 2020","Sun May 17 14:23:42 PDT 2020","Wed May 20 14:23:42 PDT 2020","","","","296","0% (0/0)","0% (0/0)","0% (0/0)","Oh , rude and unthankful boy !","Thou art a rude , ungrateful son of a man !","approximately the same meaning and the rewritten sentence is grammatical"
"30U1YOGZHE1DPVIX7SC9QDW1YPBSDU","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","308Q0PEVBDIEEBZDG2IVPZ2ACF49IH","A110SC5K5Y3IHS","Submitted","Sun May 17 14:20:17 PDT 2020","Sun May 17 14:22:35 PDT 2020","Wed May 20 14:22:35 PDT 2020","","","","138","0% (0/0)","0% (0/0)","0% (0/0)","Old Montague is here , and he's waving his sword around just to make me mad .","There's Montague , and he waves his sword about like madmen .","approximately the same meaning and the rewritten sentence is grammatical"
"30U1YOGZHE1DPVIX7SC9QDW1YPBSDU","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","3Z9WI9EOZ4TYZC7KEHRZFWFBNW0KHS","AX3N0BBAJ39GG","Submitted","Sun May 17 14:16:50 PDT 2020","Sun May 17 14:21:03 PDT 2020","Wed May 20 14:21:03 PDT 2020","","","","253","0% (0/0)","0% (0/0)","0% (0/0)","Old Montague is here , and he's waving his sword around just to make me mad .","There's Montague , and he waves his sword about like madmen .","approximately the same meaning and the rewritten sentence is grammatical"
"30U1YOGZHE1DPVIX7SC9QDW1YPBSDU","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","3ZGVPD4G6YMJTGX1ECBYGU6C2Z8TZX","A3LE1BIVORW3VR","Submitted","Sun May 17 14:16:47 PDT 2020","Sun May 17 15:08:07 PDT 2020","Wed May 20 15:08:07 PDT 2020","","","","3080","0% (0/0)","0% (0/0)","0% (0/0)","Old Montague is here , and he's waving his sword around just to make me mad .","There's Montague , and he waves his sword about like madmen .","approximately the same meaning and the rewritten sentence is grammatical"
"3X0EMNLXFTU26K2R6W891UXXBC8PVA","319P43LJ7Z5DYPBJ4Z8B7UC19HKZ7C","Is One Sentence A Paraphrase Of The Other?","In this task we will check the quality of paraphrases (rewordings of a sentence which preserve meaning).","meaning, semantic, similarity, text, paraphrase, style, grammatical","$0.05","Sun May 17 14:13:22 PDT 2020","3","BatchId:4041412;OriginalHitTemplateId:928390905;","3600","259200","Sun May 24 14:13:22 PDT 2020","","","3D8YOU6S9JPW5JSFCC4XOSZJG9I6UA","AX3N0BBAJ39GG","Submitted","Sun May 17 14:16:11 PDT 2020","Sun May 17 14:20:31 PDT 2020","Wed May 20 14:20:31 PDT 2020","","","","260","0% (0/0)","0% (0/0)","0% (0/0)","I can read .","I read it .","approximately the same meaning, but the rewritten sentence is ungrammatical"
